Ligand,Energy,Label
decoys_04783_REMARKName=ZINC64838635,-9.39,decoy
decoys_09857_REMARKName=ZINC46896059,-10.48,decoy
decoys_00104_REMARKName=ZINC45891397,-11.79,decoy
decoys_09257_REMARKName=ZINC08962187,-9.41,decoy
decoys_07151_REMARKName=ZINC07975085,-9.86,decoy
decoys_09772_REMARKName=ZINC19621944,-8.87,decoy
decoys_05953_REMARKName=ZINC10453109,-10.07,decoy
decoys_09958_REMARKName=ZINC39483045,-10.01,decoy
actives_00199_REMARKName=CHEMBL1080656,-11.07,active
decoys_07056_REMARKName=ZINC09835921,-8.78,decoy
decoys_01839_REMARKName=ZINC53538385,-8.67,decoy
decoys_08836_REMARKName=ZINC00067020,-7.52,decoy
decoys_04460_REMARKName=ZINC39663765,-9.1,decoy
decoys_07861_REMARKName=ZINC34731734,-12.24,decoy
decoys_04301_REMARKName=ZINC39532688,-8.55,decoy
decoys_09756_REMARKName=ZINC09533249,-10.14,decoy
decoys_03820_REMARKName=ZINC65259876,-8.79,decoy
decoys_00379_REMARKName=ZINC48704390,-8.71,decoy
decoys_07814_REMARKName=ZINC38857878,-10.42,decoy
decoys_04468_REMARKName=ZINC39664058,-10.0,decoy
decoys_08149_REMARKName=ZINC17080177,-8.82,decoy
decoys_07887_REMARKName=ZINC02093541,-10.48,decoy
decoys_02958_REMARKName=ZINC36571014,-9.81,decoy
decoys_03986_REMARKName=ZINC65575244,-8.75,decoy
decoys_09789_REMARKName=ZINC03007015,-10.76,decoy
decoys_01748_REMARKName=ZINC01667305,-8.12,decoy
decoys_04637_REMARKName=ZINC08743713,-11.01,decoy
decoys_10085_REMARKName=ZINC59293251,-8.99,decoy
decoys_00619_REMARKName=ZINC59889353,-11.68,decoy
decoys_06333_REMARKName=ZINC35379844,-8.79,decoy
decoys_01708_REMARKName=ZINC13116083,-8.6,decoy
decoys_02484_REMARKName=ZINC00041760,-8.94,decoy
decoys_10039_REMARKName=ZINC09127344,-10.23,decoy
decoys_05934_REMARKName=ZINC05615939,-9.47,decoy
decoys_02455_REMARKName=ZINC17105869,-11.57,decoy
decoys_09588_REMARKName=ZINC10536564,-10.06,decoy
decoys_01823_REMARKName=ZINC63136742,-9.9,decoy
decoys_09480_REMARKName=ZINC22380899,-9.95,decoy
actives_00165_REMARKName=CHEMBL512329,-8.72,active
decoys_01317_REMARKName=ZINC35087259,-7.67,decoy
decoys_05461_REMARKName=ZINC35486681,-8.73,decoy
decoys_07405_REMARKName=ZINC36545265,-6.96,decoy
decoys_00087_REMARKName=ZINC21460023,-10.4,decoy
decoys_07232_REMARKName=ZINC14476226,-9.67,decoy
decoys_05965_REMARKName=ZINC02349298,-11.65,decoy
decoys_05645_REMARKName=ZINC21252749,-9.29,decoy
decoys_04938_REMARKName=ZINC39834663,-10.7,decoy
actives_00047_REMARKName=CHEMBL522902,-11.06,active
decoys_07469_REMARKName=ZINC38704988,-11.93,decoy
decoys_06765_REMARKName=ZINC34757516,-11.14,decoy
actives_00175_REMARKName=CHEMBL478823,-9.14,active
decoys_02924_REMARKName=ZINC08915328,-10.17,decoy
decoys_05439_REMARKName=ZINC33923906,-11.32,decoy
decoys_09770_REMARKName=ZINC16802207,-10.17,decoy
decoys_00083_REMARKName=ZINC20079801,-11.21,decoy
decoys_00029_REMARKName=ZINC32527193,-8.52,decoy
decoys_03384_REMARKName=ZINC12881981,-10.53,decoy
decoys_02195_REMARKName=ZINC08940361,-9.67,decoy
decoys_03083_REMARKName=ZINC63557745,-10.01,decoy
decoys_01480_REMARKName=ZINC39037535,-10.5,decoy
decoys_02558_REMARKName=ZINC39710967,-11.73,decoy
decoys_06112_REMARKName=ZINC39325949,-8.12,decoy
decoys_01818_REMARKName=ZINC35889538,-9.28,decoy
decoys_08155_REMARKName=ZINC55893435,-7.94,decoy
decoys_01283_REMARKName=ZINC63089116,-8.91,decoy
decoys_09407_REMARKName=ZINC19848420,-11.27,decoy
decoys_04669_REMARKName=ZINC10374872,-11.4,decoy
decoys_01417_REMARKName=ZINC01246269,-10.27,decoy
decoys_07688_REMARKName=ZINC39656179,-12.08,decoy
decoys_02826_REMARKName=ZINC16807954,-10.45,decoy
decoys_00870_REMARKName=ZINC40553572,-9.82,decoy
decoys_07495_REMARKName=ZINC09290382,-9.36,decoy
decoys_01669_REMARKName=ZINC40467147,-7.57,decoy
decoys_05835_REMARKName=ZINC39688445,-10.76,decoy
decoys_04007_REMARKName=ZINC14479134,-11.66,decoy
decoys_08211_REMARKName=ZINC05350659,-8.83,decoy
decoys_03461_REMARKName=ZINC30802279,-9.43,decoy
decoys_07639_REMARKName=ZINC32957291,-8.86,decoy
decoys_09327_REMARKName=ZINC21248219,-9.63,decoy
decoys_00810_REMARKName=ZINC36207668,-8.42,decoy
decoys_09797_REMARKName=ZINC60336042,-11.87,decoy
decoys_03199_REMARKName=ZINC64540649,-11.76,decoy
decoys_07561_REMARKName=ZINC14383268,-9.76,decoy
decoys_09729_REMARKName=ZINC07981041,-8.96,decoy
decoys_03564_REMARKName=ZINC41506458,-9.01,decoy
decoys_01652_REMARKName=ZINC00557501,-8.03,decoy
decoys_04787_REMARKName=ZINC14881248,-10.63,decoy
decoys_04692_REMARKName=ZINC19891748,-11.06,decoy
decoys_08919_REMARKName=ZINC23421183,-7.56,decoy
decoys_02037_REMARKName=ZINC13936086,-10.66,decoy
decoys_02762_REMARKName=ZINC06300888,-12.05,decoy
decoys_06910_REMARKName=ZINC44854599,-10.24,decoy
decoys_09012_REMARKName=ZINC49069022,-10.24,decoy
decoys_09579_REMARKName=ZINC66919677,-10.04,decoy
decoys_03002_REMARKName=ZINC31575886,-10.4,decoy
decoys_04427_REMARKName=ZINC39675791,-10.5,decoy
decoys_02153_REMARKName=ZINC27369601,-9.67,decoy
decoys_04385_REMARKName=ZINC08845779,-9.28,decoy
decoys_02908_REMARKName=ZINC38785100,-10.48,decoy
decoys_01525_REMARKName=ZINC02129797,-10.84,decoy
decoys_04607_REMARKName=ZINC01283981,-9.33,decoy
decoys_05772_REMARKName=ZINC39966179,-10.48,decoy
decoys_06102_REMARKName=ZINC32188746,-7.51,decoy
decoys_05363_REMARKName=ZINC20990193,-10.6,decoy
decoys_02345_REMARKName=ZINC39686724,-10.3,decoy
decoys_05984_REMARKName=ZINC34897006,-10.44,decoy
decoys_07211_REMARKName=ZINC43111740,-8.72,decoy
decoys_05349_REMARKName=ZINC13370259,-10.59,decoy
decoys_00641_REMARKName=ZINC15978456,-12.89,decoy
decoys_06358_REMARKName=ZINC09463912,-11.27,decoy
actives_00037_REMARKName=CHEMBL496478,-8.73,active
decoys_00738_REMARKName=ZINC03619954,-9.49,decoy
decoys_05443_REMARKName=ZINC45244875,-11.44,decoy
decoys_09896_REMARKName=ZINC35450275,-9.63,decoy
decoys_06110_REMARKName=ZINC44711228,-9.25,decoy
decoys_03035_REMARKName=ZINC66109168,-11.65,decoy
decoys_06231_REMARKName=ZINC40839973,-9.55,decoy
decoys_00436_REMARKName=ZINC34760083,-10.95,decoy
decoys_10089_REMARKName=ZINC20292226,-10.09,decoy
decoys_05930_REMARKName=ZINC21220951,-10.03,decoy
decoys_09835_REMARKName=ZINC24499697,-11.22,decoy
decoys_02847_REMARKName=ZINC32926644,-11.23,decoy
decoys_00399_REMARKName=ZINC06149030,-10.18,decoy
decoys_00888_REMARKName=ZINC00565922,-8.43,decoy
decoys_01334_REMARKName=ZINC39421121,-9.71,decoy
decoys_01616_REMARKName=ZINC52426234,-11.03,decoy
decoys_04378_REMARKName=ZINC35556571,-7.83,decoy
decoys_00455_REMARKName=ZINC03670099,-8.2,decoy
decoys_01657_REMARKName=ZINC09354857,-10.44,decoy
decoys_08546_REMARKName=ZINC44020844,-7.56,decoy
decoys_06224_REMARKName=ZINC35615730,-10.48,decoy
decoys_09823_REMARKName=ZINC03358217,-11.39,decoy
decoys_05530_REMARKName=ZINC02678448,-10.42,decoy
decoys_09808_REMARKName=ZINC01752144,-11.22,decoy
decoys_07784_REMARKName=ZINC12655783,-10.4,decoy
decoys_07529_REMARKName=ZINC38705038,-8.21,decoy
decoys_09866_REMARKName=ZINC09007947,-9.01,decoy
decoys_02840_REMARKName=ZINC24272406,-10.09,decoy
decoys_04981_REMARKName=ZINC27529044,-10.46,decoy
decoys_01827_REMARKName=ZINC39702044,-9.26,decoy
decoys_09796_REMARKName=ZINC59293648,-9.32,decoy
decoys_07553_REMARKName=ZINC09246573,-11.92,decoy
decoys_06675_REMARKName=ZINC40551107,-10.51,decoy
decoys_04250_REMARKName=ZINC21985865,-9.28,decoy
decoys_07245_REMARKName=ZINC05409121,-8.36,decoy
decoys_00784_REMARKName=ZINC59489483,-10.62,decoy
decoys_06649_REMARKName=ZINC16213290,-12.53,decoy
decoys_07140_REMARKName=ZINC66542209,-9.4,decoy
decoys_00979_REMARKName=ZINC35746057,-10.44,decoy
decoys_06850_REMARKName=ZINC58452868,-9.96,decoy
decoys_04802_REMARKName=ZINC39636329,-10.75,decoy
decoys_06461_REMARKName=ZINC18330557,-10.32,decoy
decoys_06534_REMARKName=ZINC15378306,-10.89,decoy
decoys_02696_REMARKName=ZINC63372382,-10.68,decoy
decoys_07452_REMARKName=ZINC21232511,-9.23,decoy
decoys_00148_REMARKName=ZINC33704844,-9.05,decoy
decoys_09219_REMARKName=ZINC39608912,-11.56,decoy
decoys_03118_REMARKName=ZINC38598009,-9.94,decoy
decoys_00187_REMARKName=ZINC08769377,-11.61,decoy
decoys_09440_REMARKName=ZINC25183709,-10.32,decoy
decoys_04373_REMARKName=ZINC36628494,-11.07,decoy
decoys_05782_REMARKName=ZINC59264633,-10.27,decoy
decoys_08620_REMARKName=ZINC65901605,-8.31,decoy
decoys_08072_REMARKName=ZINC39370428,-9.0,decoy
decoys_04659_REMARKName=ZINC36551039,-11.46,decoy
decoys_08715_REMARKName=ZINC52733899,-8.46,decoy
decoys_00992_REMARKName=ZINC39510108,-9.84,decoy
decoys_01341_REMARKName=ZINC39695881,-10.43,decoy
decoys_01949_REMARKName=ZINC48796770,-8.32,decoy
decoys_04281_REMARKName=ZINC03252577,-10.03,decoy
decoys_06915_REMARKName=ZINC59644673,-10.38,decoy
decoys_01538_REMARKName=ZINC15606119,-8.43,decoy
decoys_09800_REMARKName=ZINC09383462,-9.97,decoy
decoys_05885_REMARKName=ZINC39697700,-9.84,decoy
decoys_09577_REMARKName=ZINC66751487,-9.4,decoy
decoys_06804_REMARKName=ZINC06461897,-11.06,decoy
decoys_03443_REMARKName=ZINC01881663,-10.6,decoy
decoys_01082_REMARKName=ZINC10372884,-11.98,decoy
actives_00200_REMARKName=CHEMBL200783,-9.2,active
decoys_02256_REMARKName=ZINC42039664,-6.99,decoy
decoys_02022_REMARKName=ZINC63192151,-7.75,decoy
decoys_07549_REMARKName=ZINC08428690,-10.59,decoy
decoys_06048_REMARKName=ZINC32099824,-8.13,decoy
decoys_03504_REMARKName=ZINC43235494,-7.61,decoy
decoys_09381_REMARKName=ZINC37858231,-9.88,decoy
decoys_01388_REMARKName=ZINC40679413,-9.75,decoy
decoys_00814_REMARKName=ZINC39467717,-10.86,decoy
decoys_06956_REMARKName=ZINC04454767,-7.89,decoy
decoys_01383_REMARKName=ZINC38902300,-11.49,decoy
decoys_08065_REMARKName=ZINC28470016,-9.0,decoy
decoys_02796_REMARKName=ZINC39942312,-10.78,decoy
decoys_05220_REMARKName=ZINC57530951,-10.83,decoy
decoys_03858_REMARKName=ZINC52828698,-10.02,decoy
decoys_06882_REMARKName=ZINC20885308,-11.16,decoy
decoys_07197_REMARKName=ZINC64645070,-9.98,decoy
decoys_01211_REMARKName=ZINC01640521,-9.17,decoy
decoys_03903_REMARKName=ZINC39359798,-9.04,decoy
decoys_00297_REMARKName=ZINC02648752,-11.76,decoy
decoys_02921_REMARKName=ZINC59227738,-11.09,decoy
decoys_04403_REMARKName=ZINC22914620,-8.97,decoy
decoys_06058_REMARKName=ZINC40311609,-9.88,decoy
decoys_06918_REMARKName=ZINC62038591,-10.29,decoy
decoys_01988_REMARKName=ZINC42314567,-9.5,decoy
decoys_09959_REMARKName=ZINC36213593,-9.83,decoy
decoys_01469_REMARKName=ZINC15674254,-10.04,decoy
decoys_10072_REMARKName=ZINC12928351,-9.94,decoy
decoys_02661_REMARKName=ZINC34830121,-11.72,decoy
decoys_08581_REMARKName=ZINC09303751,-8.23,decoy
decoys_08686_REMARKName=ZINC30875011,-7.36,decoy
decoys_07106_REMARKName=ZINC12806466,-10.73,decoy
decoys_05826_REMARKName=ZINC39666886,-8.64,decoy
decoys_07021_REMARKName=ZINC64147677,-9.52,decoy
decoys_08960_REMARKName=ZINC29900421,-8.52,decoy
decoys_07715_REMARKName=ZINC02707393,-9.25,decoy
decoys_02710_REMARKName=ZINC06198141,-11.53,decoy
decoys_08481_REMARKName=ZINC38691004,-8.79,decoy
decoys_06230_REMARKName=ZINC40701937,-9.02,decoy
decoys_04927_REMARKName=ZINC36690329,-10.82,decoy
decoys_04779_REMARKName=ZINC08115326,-9.3,decoy
decoys_06388_REMARKName=ZINC37360743,-9.51,decoy
decoys_07954_REMARKName=ZINC07130119,-9.24,decoy
decoys_05556_REMARKName=ZINC39926576,-9.73,decoy
decoys_05610_REMARKName=ZINC39914940,-9.95,decoy
decoys_06523_REMARKName=ZINC08876677,-10.03,decoy
decoys_07504_REMARKName=ZINC13059382,-9.3,decoy
decoys_09886_REMARKName=ZINC21221352,-8.01,decoy
decoys_08128_REMARKName=ZINC24958227,-8.74,decoy
decoys_00120_REMARKName=ZINC63896811,-10.92,decoy
decoys_04398_REMARKName=ZINC12594414,-8.53,decoy
decoys_03321_REMARKName=ZINC20686417,-12.02,decoy
decoys_08086_REMARKName=ZINC59576810,-10.05,decoy
decoys_08514_REMARKName=ZINC00090573,-7.46,decoy
decoys_07869_REMARKName=ZINC12539506,-11.65,decoy
decoys_02548_REMARKName=ZINC39699324,-10.88,decoy
decoys_03429_REMARKName=ZINC11912024,-10.29,decoy
decoys_02729_REMARKName=ZINC06408845,-12.07,decoy
decoys_05318_REMARKName=ZINC33807245,-12.06,decoy
decoys_09071_REMARKName=ZINC34794229,-9.93,decoy
decoys_08022_REMARKName=ZINC38742221,-8.11,decoy
decoys_04894_REMARKName=ZINC63350050,-10.95,decoy
decoys_06471_REMARKName=ZINC02948501,-10.79,decoy
decoys_07805_REMARKName=ZINC33726909,-10.53,decoy
decoys_06122_REMARKName=ZINC61596557,-8.38,decoy
decoys_01132_REMARKName=ZINC23873767,-9.82,decoy
decoys_04725_REMARKName=ZINC63374739,-10.4,decoy
decoys_02652_REMARKName=ZINC12202677,-10.88,decoy
decoys_09660_REMARKName=ZINC45876451,-8.96,decoy
decoys_03618_REMARKName=ZINC37812982,-7.65,decoy
decoys_05288_REMARKName=ZINC08792754,-10.69,decoy
decoys_06065_REMARKName=ZINC05529498,-9.07,decoy
decoys_08159_REMARKName=ZINC04452922,-7.76,decoy
decoys_04324_REMARKName=ZINC20573415,-9.1,decoy
decoys_09084_REMARKName=ZINC12035250,-10.82,decoy
decoys_00122_REMARKName=ZINC01830253,-11.83,decoy
decoys_07261_REMARKName=ZINC00898807,-8.16,decoy
decoys_06633_REMARKName=ZINC23444425,-8.42,decoy
decoys_08172_REMARKName=ZINC02290954,-9.52,decoy
decoys_04722_REMARKName=ZINC63372129,-10.01,decoy
decoys_02040_REMARKName=ZINC14274816,-10.18,decoy
actives_00054_REMARKName=CHEMBL1076482,-11.5,active
decoys_03182_REMARKName=ZINC63165343,-9.53,decoy
decoys_07212_REMARKName=ZINC39029521,-7.61,decoy
decoys_03573_REMARKName=ZINC51207412,-9.91,decoy
decoys_03791_REMARKName=ZINC35375465,-8.65,decoy
decoys_00763_REMARKName=ZINC39631981,-9.28,decoy
decoys_01192_REMARKName=ZINC12657465,-11.24,decoy
decoys_09733_REMARKName=ZINC64540847,-10.56,decoy
decoys_04693_REMARKName=ZINC20412765,-11.76,decoy
decoys_02922_REMARKName=ZINC08915328,-9.0,decoy
decoys_08791_REMARKName=ZINC62875796,-7.76,decoy
decoys_00119_REMARKName=ZINC63655002,-10.08,decoy
decoys_09965_REMARKName=ZINC47152349,-11.5,decoy
decoys_08518_REMARKName=ZINC12847465,-8.04,decoy
decoys_00222_REMARKName=ZINC01325198,-11.83,decoy
decoys_04618_REMARKName=ZINC08858862,-9.94,decoy
actives_00097_REMARKName=CHEMBL505187,-11.87,active
decoys_08746_REMARKName=ZINC13957718,-7.88,decoy
decoys_01972_REMARKName=ZINC35230371,-9.16,decoy
decoys_07848_REMARKName=ZINC18156868,-9.88,decoy
decoys_07174_REMARKName=ZINC39869760,-8.79,decoy
decoys_07188_REMARKName=ZINC05676517,-9.19,decoy
decoys_07908_REMARKName=ZINC28055036,-9.81,decoy
decoys_01004_REMARKName=ZINC38551095,-10.57,decoy
decoys_02689_REMARKName=ZINC36648084,-10.52,decoy
decoys_01647_REMARKName=ZINC14807049,-7.09,decoy
actives_00074_REMARKName=CHEMBL585144,-11.01,active
decoys_05179_REMARKName=ZINC08768815,-11.67,decoy
decoys_01306_REMARKName=ZINC12445770,-11.74,decoy
decoys_01999_REMARKName=ZINC44779622,-7.39,decoy
decoys_09898_REMARKName=ZINC35451130,-9.87,decoy
decoys_01110_REMARKName=ZINC33960745,-13.41,decoy
decoys_00517_REMARKName=ZINC12473189,-10.62,decoy
decoys_01733_REMARKName=ZINC64219002,-8.78,decoy
decoys_07758_REMARKName=ZINC40925432,-9.7,decoy
decoys_09738_REMARKName=ZINC57566621,-9.28,decoy
decoys_06074_REMARKName=ZINC00228734,-7.7,decoy
decoys_03420_REMARKName=ZINC64044449,-8.22,decoy
decoys_01456_REMARKName=ZINC59382214,-10.67,decoy
decoys_03497_REMARKName=ZINC38123004,-7.78,decoy
decoys_09628_REMARKName=ZINC66640780,-8.46,decoy
decoys_09051_REMARKName=ZINC21022906,-11.14,decoy
decoys_08310_REMARKName=ZINC38648958,-10.17,decoy
decoys_01551_REMARKName=ZINC36548568,-9.18,decoy
decoys_08837_REMARKName=ZINC17008281,-8.67,decoy
decoys_09013_REMARKName=ZINC63883501,-7.39,decoy
decoys_06316_REMARKName=ZINC01812426,-10.99,decoy
decoys_04906_REMARKName=ZINC34774822,-11.22,decoy
decoys_07476_REMARKName=ZINC54643444,-10.65,decoy
decoys_09748_REMARKName=ZINC03018660,-9.33,decoy
decoys_00367_REMARKName=ZINC35158872,-10.09,decoy
decoys_09278_REMARKName=ZINC27597022,-8.93,decoy
