Ligand,Energy,Label
decoys_01095_REMARKName=ZINC20883432,-8.87,decoy
decoys_03638_REMARKName=ZINC65466604,-8.62,decoy
decoys_02299_REMARKName=ZINC63743913,-8.88,decoy
decoys_04783_REMARKName=ZINC08914902,-9.03,decoy
actives_00097_REMARKName=CHEMBL228811,-9.42,active
decoys_03657_REMARKName=ZINC02245079,-8.05,decoy
decoys_04251_REMARKName=ZINC63151085,-9.34,decoy
decoys_01522_REMARKName=ZINC09503042,-8.85,decoy
decoys_00864_REMARKName=ZINC38976224,-10.01,decoy
decoys_03787_REMARKName=ZINC39631363,-7.56,decoy
decoys_05005_REMARKName=ZINC35395455,-5.71,decoy
decoys_00694_REMARKName=ZINC13567596,-7.26,decoy
decoys_05298_REMARKName=ZINC20154670,-7.23,decoy
decoys_04322_REMARKName=ZINC12985680,-9.59,decoy
decoys_04829_REMARKName=ZINC06166220,-8.91,decoy
decoys_02114_REMARKName=ZINC44549900,-9.75,decoy
decoys_04216_REMARKName=ZINC21151927,-8.06,decoy
actives_00149_REMARKName=CHEMBL180058,-11.76,active
decoys_02938_REMARKName=ZINC16007125,-8.09,decoy
decoys_06669_REMARKName=ZINC12468353,-8.68,decoy
decoys_06123_REMARKName=ZINC20873162,-6.76,decoy
decoys_02079_REMARKName=ZINC49686642,-8.43,decoy
decoys_03056_REMARKName=ZINC22322861,-9.06,decoy
decoys_01722_REMARKName=ZINC54805326,-8.41,decoy
decoys_03537_REMARKName=ZINC00755768,-7.42,decoy
decoys_03488_REMARKName=ZINC12887345,-8.58,decoy
decoys_03536_REMARKName=ZINC01026632,-7.97,decoy
decoys_05061_REMARKName=ZINC24759976,-9.98,decoy
decoys_02872_REMARKName=ZINC36779068,-5.67,decoy
actives_00071_REMARKName=CHEMBL536485,-11.23,active
decoys_04473_REMARKName=ZINC40744468,-9.09,decoy
decoys_05822_REMARKName=ZINC13144970,-9.59,decoy
decoys_02882_REMARKName=ZINC40463516,-7.91,decoy
decoys_04917_REMARKName=ZINC39345076,-5.62,decoy
decoys_00606_REMARKName=ZINC12377915,-5.99,decoy
decoys_00010_REMARKName=ZINC12129431,-9.82,decoy
decoys_05456_REMARKName=ZINC40623691,-8.87,decoy
decoys_00006_REMARKName=ZINC63749581,-9.3,decoy
decoys_06908_REMARKName=ZINC09670672,-10.44,decoy
decoys_03851_REMARKName=ZINC49122852,-8.1,decoy
decoys_04440_REMARKName=ZINC08789133,-9.73,decoy
decoys_03788_REMARKName=ZINC39632106,-8.72,decoy
decoys_06142_REMARKName=ZINC55748998,-8.99,decoy
actives_00050_REMARKName=CHEMBL470598,-9.25,active
decoys_02257_REMARKName=ZINC09542407,-9.42,decoy
decoys_03103_REMARKName=ZINC16426328,-8.26,decoy
decoys_02151_REMARKName=ZINC36813061,-7.5,decoy
decoys_03448_REMARKName=ZINC32542486,-10.09,decoy
decoys_03021_REMARKName=ZINC40978963,-8.87,decoy
decoys_05193_REMARKName=ZINC35871551,-7.95,decoy
decoys_04129_REMARKName=ZINC51360541,-6.07,decoy
decoys_04604_REMARKName=ZINC08896579,-9.2,decoy
decoys_05464_REMARKName=ZINC48264400,-8.78,decoy
decoys_00196_REMARKName=ZINC40463781,-7.34,decoy
decoys_06251_REMARKName=ZINC41648930,-8.99,decoy
decoys_01123_REMARKName=ZINC09243649,-8.07,decoy
decoys_00304_REMARKName=ZINC09138053,-7.74,decoy
decoys_05880_REMARKName=ZINC13303572,-8.94,decoy
decoys_00435_REMARKName=ZINC59501638,-9.64,decoy
decoys_01365_REMARKName=ZINC12151772,-10.2,decoy
decoys_02718_REMARKName=ZINC37820823,-7.01,decoy
decoys_05754_REMARKName=ZINC44963767,-6.62,decoy
decoys_03075_REMARKName=ZINC39978057,-9.16,decoy
decoys_03453_REMARKName=ZINC46943712,-8.67,decoy
decoys_00236_REMARKName=ZINC41488538,-8.31,decoy
decoys_05071_REMARKName=ZINC37020240,-6.45,decoy
decoys_06003_REMARKName=ZINC08742830,-8.92,decoy
decoys_05545_REMARKName=ZINC64623118,-7.61,decoy
decoys_00841_REMARKName=ZINC20102606,-8.59,decoy
decoys_03546_REMARKName=ZINC27520951,-8.41,decoy
decoys_03528_REMARKName=ZINC65525190,-9.08,decoy
decoys_02810_REMARKName=ZINC04029053,-7.62,decoy
decoys_01605_REMARKName=ZINC04410159,-7.24,decoy
decoys_01219_REMARKName=ZINC05208567,-7.71,decoy
decoys_06713_REMARKName=ZINC39982617,-9.45,decoy
decoys_01337_REMARKName=ZINC34676779,-7.78,decoy
decoys_04979_REMARKName=ZINC63253471,-8.31,decoy
decoys_05970_REMARKName=ZINC38799178,-10.34,decoy
actives_00123_REMARKName=CHEMBL369506,-10.15,active
decoys_02171_REMARKName=ZINC48857559,-7.33,decoy
decoys_04408_REMARKName=ZINC39774266,-8.52,decoy
decoys_05462_REMARKName=ZINC46285862,-8.19,decoy
actives_00019_REMARKName=CHEMBL404554,-11.32,active
decoys_01825_REMARKName=ZINC37194510,-6.22,decoy
decoys_01962_REMARKName=ZINC66702791,-8.02,decoy
decoys_05204_REMARKName=ZINC58961557,-8.79,decoy
actives_00001_REMARKName=CHEMBL228133,-9.08,active
decoys_04709_REMARKName=ZINC35427441,-7.9,decoy
decoys_05732_REMARKName=ZINC15675327,-7.13,decoy
decoys_06367_REMARKName=ZINC38673220,-9.31,decoy
actives_00022_REMARKName=CHEMBL188434,-8.02,active
decoys_01487_REMARKName=ZINC36202507,-7.85,decoy
decoys_06115_REMARKName=ZINC06857339,-6.28,decoy
decoys_02706_REMARKName=ZINC07587623,-8.1,decoy
decoys_05461_REMARKName=ZINC46285566,-7.84,decoy
decoys_05952_REMARKName=ZINC01040679,-9.59,decoy
decoys_03988_REMARKName=ZINC20221961,-5.84,decoy
decoys_01444_REMARKName=ZINC38700973,-9.72,decoy
decoys_05716_REMARKName=ZINC65410953,-8.82,decoy
decoys_03810_REMARKName=ZINC64228316,-9.62,decoy
decoys_02555_REMARKName=ZINC21234064,-7.77,decoy
decoys_06605_REMARKName=ZINC38551113,-9.06,decoy
decoys_06448_REMARKName=ZINC63491760,-7.93,decoy
decoys_06305_REMARKName=ZINC09291791,-8.44,decoy
decoys_06133_REMARKName=ZINC43222849,-10.19,decoy
decoys_00470_REMARKName=ZINC05294980,-6.97,decoy
decoys_01393_REMARKName=ZINC38847418,-9.77,decoy
decoys_05578_REMARKName=ZINC39604473,-8.09,decoy
decoys_04014_REMARKName=ZINC55122045,-5.95,decoy
decoys_01892_REMARKName=ZINC39657494,-8.52,decoy
decoys_03204_REMARKName=ZINC36954781,-8.15,decoy
decoys_02920_REMARKName=ZINC36231207,-5.9,decoy
decoys_01540_REMARKName=ZINC25072788,-7.78,decoy
decoys_03658_REMARKName=ZINC34936025,-8.19,decoy
decoys_03652_REMARKName=ZINC23248879,-8.86,decoy
decoys_05967_REMARKName=ZINC38598543,-10.49,decoy
decoys_02984_REMARKName=ZINC09147246,-10.6,decoy
decoys_05283_REMARKName=ZINC09478032,-8.5,decoy
decoys_00038_REMARKName=ZINC33812672,-8.19,decoy
decoys_05157_REMARKName=ZINC15678260,-8.92,decoy
decoys_00807_REMARKName=ZINC20899122,-8.77,decoy
decoys_00932_REMARKName=ZINC36384899,-7.03,decoy
decoys_03871_REMARKName=ZINC09767761,-8.67,decoy
decoys_02935_REMARKName=ZINC06443573,-8.57,decoy
decoys_03733_REMARKName=ZINC40760742,-7.31,decoy
decoys_04828_REMARKName=ZINC03332933,-9.24,decoy
decoys_00168_REMARKName=ZINC38965317,-10.7,decoy
decoys_04335_REMARKName=ZINC40322849,-10.14,decoy
decoys_05429_REMARKName=ZINC65387734,-8.05,decoy
decoys_05130_REMARKName=ZINC48025598,-7.48,decoy
decoys_00656_REMARKName=ZINC51693197,-8.29,decoy
decoys_00550_REMARKName=ZINC56710870,-8.29,decoy
decoys_06236_REMARKName=ZINC19323147,-6.91,decoy
decoys_01413_REMARKName=ZINC23402519,-7.94,decoy
decoys_04794_REMARKName=ZINC20459412,-7.82,decoy
decoys_02531_REMARKName=ZINC03363156,-9.04,decoy
decoys_04775_REMARKName=ZINC05247542,-6.91,decoy
decoys_04947_REMARKName=ZINC34784821,-7.55,decoy
decoys_00322_REMARKName=ZINC39856175,-8.28,decoy
decoys_04389_REMARKName=ZINC20168052,-8.06,decoy
decoys_01575_REMARKName=ZINC63789289,-8.21,decoy
decoys_00796_REMARKName=ZINC08896518,-10.28,decoy
decoys_00047_REMARKName=ZINC14923303,-8.53,decoy
decoys_00641_REMARKName=ZINC43286992,-6.32,decoy
decoys_05454_REMARKName=ZINC39693413,-7.75,decoy
decoys_02883_REMARKName=ZINC40688460,-7.41,decoy
decoys_02008_REMARKName=ZINC52860397,-7.28,decoy
decoys_01973_REMARKName=ZINC20189271,-7.97,decoy
decoys_06563_REMARKName=ZINC01856515,-9.18,decoy
actives_00031_REMARKName=CHEMBL264965,-6.52,active
decoys_02790_REMARKName=ZINC50892175,-7.0,decoy
decoys_02825_REMARKName=ZINC36991635,-7.48,decoy
decoys_05799_REMARKName=ZINC16955317,-7.53,decoy
decoys_04167_REMARKName=ZINC33265613,-9.1,decoy
decoys_05511_REMARKName=ZINC12656292,-8.79,decoy
decoys_00099_REMARKName=ZINC12507681,-7.76,decoy
actives_00172_REMARKName=CHEMBL409503,-7.24,active
decoys_02202_REMARKName=ZINC20617254,-9.71,decoy
decoys_04728_REMARKName=ZINC31159166,-8.06,decoy
decoys_04227_REMARKName=ZINC39481021,-9.59,decoy
decoys_03624_REMARKName=ZINC35172433,-9.95,decoy
decoys_04181_REMARKName=ZINC02108600,-8.63,decoy
decoys_06786_REMARKName=ZINC63375466,-8.09,decoy
decoys_03705_REMARKName=ZINC03995925,-7.52,decoy
decoys_03634_REMARKName=ZINC63363154,-9.38,decoy
decoys_03760_REMARKName=ZINC08876787,-6.91,decoy
decoys_04873_REMARKName=ZINC66448280,-8.67,decoy
decoys_06927_REMARKName=ZINC34997822,-9.6,decoy
decoys_06103_REMARKName=ZINC63372344,-9.18,decoy
decoys_03361_REMARKName=ZINC61812956,-7.62,decoy
decoys_04932_REMARKName=ZINC59206246,-5.06,decoy
decoys_03774_REMARKName=ZINC22010443,-8.62,decoy
decoys_00434_REMARKName=ZINC45101665,-8.77,decoy
decoys_04645_REMARKName=ZINC13576292,-8.34,decoy
decoys_06756_REMARKName=ZINC21775638,-9.53,decoy
decoys_01417_REMARKName=ZINC14461639,-8.83,decoy
decoys_05306_REMARKName=ZINC63134596,-7.9,decoy
decoys_05853_REMARKName=ZINC21985992,-6.5,decoy
decoys_02775_REMARKName=ZINC42859803,-8.82,decoy
decoys_06652_REMARKName=ZINC39467583,-9.68,decoy
decoys_05434_REMARKName=ZINC02088984,-9.13,decoy
decoys_00825_REMARKName=ZINC36554050,-6.8,decoy
decoys_01947_REMARKName=ZINC51049657,-8.99,decoy
decoys_01697_REMARKName=ZINC26567759,-8.53,decoy
decoys_02905_REMARKName=ZINC45118717,-7.88,decoy
decoys_01769_REMARKName=ZINC28359610,-7.82,decoy
decoys_00943_REMARKName=ZINC43465417,-5.76,decoy
decoys_06533_REMARKName=ZINC21127045,-7.98,decoy
decoys_01775_REMARKName=ZINC05890346,-5.57,decoy
decoys_06716_REMARKName=ZINC44885632,-9.83,decoy
decoys_03462_REMARKName=ZINC55888033,-8.21,decoy
decoys_04414_REMARKName=ZINC43736816,-8.37,decoy
decoys_04051_REMARKName=ZINC34061037,-5.03,decoy
decoys_04929_REMARKName=ZINC43771550,-5.64,decoy
decoys_02199_REMARKName=ZINC12170618,-9.46,decoy
decoys_05642_REMARKName=ZINC31168771,-7.78,decoy
decoys_02031_REMARKName=ZINC04944744,-7.05,decoy
decoys_05673_REMARKName=ZINC22792023,-9.13,decoy
decoys_00979_REMARKName=ZINC54200438,-8.49,decoy
decoys_03307_REMARKName=ZINC67411150,-9.12,decoy
decoys_05151_REMARKName=ZINC65515447,-8.52,decoy
decoys_02634_REMARKName=ZINC17086256,-9.8,decoy
decoys_01245_REMARKName=ZINC03007119,-9.48,decoy
decoys_02234_REMARKName=ZINC39688165,-8.5,decoy
decoys_04138_REMARKName=ZINC26510716,-6.24,decoy
decoys_00018_REMARKName=ZINC22837755,-10.07,decoy
decoys_05202_REMARKName=ZINC40322861,-10.98,decoy
decoys_04832_REMARKName=ZINC09137154,-7.74,decoy
decoys_02110_REMARKName=ZINC44462188,-6.8,decoy
decoys_02682_REMARKName=ZINC50953266,-6.92,decoy
decoys_01094_REMARKName=ZINC20882145,-7.79,decoy
decoys_02441_REMARKName=ZINC39561087,-9.42,decoy
decoys_03560_REMARKName=ZINC05920782,-5.46,decoy
decoys_00440_REMARKName=ZINC48001249,-8.7,decoy
decoys_03254_REMARKName=ZINC66246687,-6.72,decoy
decoys_03206_REMARKName=ZINC37047086,-7.94,decoy
decoys_02603_REMARKName=ZINC16284995,-10.48,decoy
decoys_03049_REMARKName=ZINC17315955,-7.6,decoy
decoys_03971_REMARKName=ZINC05029343,-9.1,decoy
decoys_01593_REMARKName=ZINC09509538,-10.09,decoy
decoys_02434_REMARKName=ZINC36799261,-10.21,decoy
decoys_05268_REMARKName=ZINC34762644,-8.79,decoy
decoys_03644_REMARKName=ZINC67613347,-7.49,decoy
decoys_05084_REMARKName=ZINC52838958,-8.6,decoy
decoys_05571_REMARKName=ZINC34852011,-10.61,decoy
decoys_06763_REMARKName=ZINC34735165,-9.46,decoy
decoys_03405_REMARKName=ZINC52094510,-6.71,decoy
decoys_06132_REMARKName=ZINC43222415,-9.78,decoy
decoys_05709_REMARKName=ZINC64227746,-7.67,decoy
decoys_04963_REMARKName=ZINC46428800,-9.22,decoy
decoys_05807_REMARKName=ZINC13131002,-9.17,decoy
decoys_05548_REMARKName=ZINC64684367,-9.48,decoy
decoys_05266_REMARKName=ZINC63514814,-10.29,decoy
decoys_03937_REMARKName=ZINC15707986,-9.37,decoy
decoys_04786_REMARKName=ZINC12374494,-7.73,decoy
decoys_00638_REMARKName=ZINC43262339,-8.1,decoy
decoys_05536_REMARKName=ZINC51318473,-9.24,decoy
decoys_02693_REMARKName=ZINC58107134,-7.15,decoy
decoys_03857_REMARKName=ZINC38971848,-10.36,decoy
decoys_00912_REMARKName=ZINC09915728,-3.3,decoy
decoys_01752_REMARKName=ZINC01888955,-6.73,decoy
decoys_04971_REMARKName=ZINC56159650,-8.36,decoy
actives_00127_REMARKName=CHEMBL369506,-9.92,active
decoys_02866_REMARKName=ZINC08764570,-8.21,decoy
decoys_02842_REMARKName=ZINC43687533,-7.26,decoy
decoys_01479_REMARKName=ZINC34761430,-9.54,decoy
actives_00006_REMARKName=CHEMBL598842,-9.13,active
decoys_04065_REMARKName=ZINC42036945,-5.59,decoy
decoys_04603_REMARKName=ZINC01785310,-8.74,decoy
decoys_06915_REMARKName=ZINC12520388,-10.53,decoy
decoys_05106_REMARKName=ZINC08739178,-8.43,decoy
decoys_02365_REMARKName=ZINC12497094,-7.21,decoy
decoys_04880_REMARKName=ZINC03897406,-2.86,decoy
decoys_00137_REMARKName=ZINC34735163,-9.71,decoy
decoys_02979_REMARKName=ZINC20136212,-10.03,decoy
decoys_04469_REMARKName=ZINC63896893,-8.22,decoy
decoys_02147_REMARKName=ZINC35382696,-7.69,decoy
decoys_06198_REMARKName=ZINC39709383,-8.94,decoy
decoys_05320_REMARKName=ZINC66080057,-8.15,decoy
decoys_06144_REMARKName=ZINC58295805,-8.87,decoy
decoys_05876_REMARKName=ZINC59170480,-9.71,decoy
decoys_00050_REMARKName=ZINC36660393,-8.96,decoy
decoys_04402_REMARKName=ZINC39685881,-8.07,decoy
decoys_02715_REMARKName=ZINC37615882,-8.72,decoy
decoys_06926_REMARKName=ZINC34749459,-10.73,decoy
decoys_04662_REMARKName=ZINC14995377,-9.77,decoy
decoys_04499_REMARKName=ZINC13473987,-8.64,decoy
decoys_00835_REMARKName=ZINC39975342,-8.83,decoy
decoys_03721_REMARKName=ZINC20832735,-8.29,decoy
decoys_05349_REMARKName=ZINC39550204,-8.09,decoy
decoys_06545_REMARKName=ZINC36029882,-8.77,decoy
decoys_02053_REMARKName=ZINC44886731,-8.68,decoy
decoys_01809_REMARKName=ZINC02454690,-6.88,decoy
decoys_02691_REMARKName=ZINC10166909,-9.4,decoy
decoys_00832_REMARKName=ZINC31159436,-6.95,decoy
decoys_04330_REMARKName=ZINC27345675,-9.44,decoy
decoys_05444_REMARKName=ZINC04306026,-9.35,decoy
decoys_02892_REMARKName=ZINC42690867,-7.03,decoy
decoys_02160_REMARKName=ZINC34727789,-7.11,decoy
decoys_00426_REMARKName=ZINC38556254,-8.35,decoy
decoys_01559_REMARKName=ZINC39695948,-8.56,decoy
decoys_05851_REMARKName=ZINC20834836,-9.18,decoy
decoys_06524_REMARKName=ZINC14664359,-10.05,decoy
decoys_00160_REMARKName=ZINC15319723,-8.67,decoy
decoys_06171_REMARKName=ZINC09466635,-10.19,decoy
decoys_01716_REMARKName=ZINC46346363,-8.93,decoy
decoys_00901_REMARKName=ZINC64151793,-8.28,decoy
decoys_03426_REMARKName=ZINC04809705,-8.0,decoy
decoys_01148_REMARKName=ZINC16714109,-7.92,decoy
decoys_00080_REMARKName=ZINC20465794,-7.3,decoy
decoys_02479_REMARKName=ZINC12672222,-7.76,decoy
decoys_03335_REMARKName=ZINC55126542,-6.69,decoy
decoys_05288_REMARKName=ZINC39659195,-7.26,decoy
decoys_01911_REMARKName=ZINC63736402,-9.07,decoy
decoys_00721_REMARKName=ZINC18200816,-10.18,decoy
decoys_06356_REMARKName=ZINC25049192,-9.05,decoy
decoys_01787_REMARKName=ZINC35465754,-8.3,decoy
decoys_03821_REMARKName=ZINC10500699,-7.35,decoy
decoys_06135_REMARKName=ZINC65301139,-8.65,decoy
decoys_00289_REMARKName=ZINC01072531,-6.84,decoy
decoys_04468_REMARKName=ZINC39534194,-9.79,decoy
decoys_02176_REMARKName=ZINC52094670,-7.13,decoy
decoys_00683_REMARKName=ZINC00716495,-8.5,decoy
decoys_04452_REMARKName=ZINC15708357,-9.78,decoy
decoys_03878_REMARKName=ZINC19499321,-9.49,decoy
decoys_00438_REMARKName=ZINC47692201,-8.62,decoy
decoys_04357_REMARKName=ZINC20490413,-9.63,decoy
decoys_01733_REMARKName=ZINC65488904,-5.8,decoy
decoys_04159_REMARKName=ZINC16036785,-7.73,decoy
decoys_04840_REMARKName=ZINC15830198,-8.7,decoy
decoys_01336_REMARKName=ZINC16577314,-8.84,decoy
decoys_01067_REMARKName=ZINC63830754,-8.62,decoy
decoys_06497_REMARKName=ZINC63362353,-9.15,decoy
decoys_00404_REMARKName=ZINC02208345,-9.0,decoy
decoys_03093_REMARKName=ZINC02357031,-9.84,decoy
decoys_06386_REMARKName=ZINC63589179,-8.39,decoy
decoys_06348_REMARKName=ZINC13556688,-9.52,decoy
decoys_06197_REMARKName=ZINC39142927,-8.55,decoy
decoys_00043_REMARKName=ZINC38725606,-8.88,decoy
decoys_04761_REMARKName=ZINC63279606,-10.51,decoy
decoys_03517_REMARKName=ZINC58366989,-7.73,decoy
decoys_00294_REMARKName=ZINC00974947,-7.3,decoy
actives_00154_REMARKName=CHEMBL260184,-11.43,active
decoys_06368_REMARKName=ZINC24973988,-9.5,decoy
decoys_00948_REMARKName=ZINC09214623,-7.81,decoy
decoys_06680_REMARKName=ZINC09359171,-7.5,decoy
decoys_06593_REMARKName=ZINC18207029,-9.51,decoy
decoys_02357_REMARKName=ZINC64518596,-10.32,decoy
decoys_00882_REMARKName=ZINC44830704,-8.98,decoy
decoys_03748_REMARKName=ZINC13493130,-8.6,decoy
decoys_01324_REMARKName=ZINC15071390,-8.69,decoy
decoys_05389_REMARKName=ZINC03848943,-9.54,decoy
decoys_02327_REMARKName=ZINC03011938,-8.1,decoy
decoys_03394_REMARKName=ZINC43096150,-7.58,decoy
decoys_06821_REMARKName=ZINC19791708,-7.31,decoy
decoys_05028_REMARKName=ZINC38337186,-7.31,decoy
decoys_02226_REMARKName=ZINC39675408,-7.98,decoy
decoys_03305_REMARKName=ZINC66978876,-9.14,decoy
decoys_04860_REMARKName=ZINC56159652,-8.19,decoy
decoys_02372_REMARKName=ZINC14994631,-10.09,decoy
decoys_02188_REMARKName=ZINC66244814,-7.35,decoy
decoys_04082_REMARKName=ZINC55127321,-6.71,decoy
decoys_01730_REMARKName=ZINC63072955,-10.53,decoy
decoys_06345_REMARKName=ZINC12150848,-10.6,decoy
decoys_03003_REMARKName=ZINC29125545,-10.31,decoy
