Ligand,Energy,Label
decoys_00686_REMARKName=ZINC00818619,-7.61,decoy
decoys_02093_REMARKName=ZINC40743776,-8.65,decoy
decoys_06562_REMARKName=ZINC04662434,-10.24,decoy
decoys_00578_REMARKName=ZINC36532124,-6.66,decoy
decoys_04080_REMARKName=ZINC52014928,-6.33,decoy
decoys_05508_REMARKName=ZINC04177855,-11.03,decoy
decoys_00611_REMARKName=ZINC59045607,-9.7,decoy
decoys_04158_REMARKName=ZINC14731588,-10.6,decoy
decoys_04749_REMARKName=ZINC56159697,-10.23,decoy
decoys_03470_REMARKName=ZINC64228287,-10.25,decoy
decoys_04031_REMARKName=ZINC62569822,-7.04,decoy
decoys_05405_REMARKName=ZINC03588079,-9.73,decoy
decoys_04430_REMARKName=ZINC03846585,-9.4,decoy
decoys_01024_REMARKName=ZINC15064410,-10.02,decoy
decoys_04073_REMARKName=ZINC49237242,-6.85,decoy
decoys_00461_REMARKName=ZINC06388025,-8.63,decoy
decoys_00497_REMARKName=ZINC58950135,-8.35,decoy
decoys_04442_REMARKName=ZINC08790741,-11.12,decoy
actives_00063_REMARKName=CHEMBL388395,-10.32,active
decoys_02797_REMARKName=ZINC37267150,-9.15,decoy
decoys_06306_REMARKName=ZINC38546717,-9.56,decoy
decoys_01482_REMARKName=ZINC35191036,-10.06,decoy
decoys_02679_REMARKName=ZINC49106360,-8.76,decoy
decoys_04302_REMARKName=ZINC43553253,-12.62,decoy
decoys_05057_REMARKName=ZINC08684789,-12.22,decoy
decoys_04000_REMARKName=ZINC42035631,-5.82,decoy
decoys_06311_REMARKName=ZINC39560846,-9.27,decoy
decoys_00644_REMARKName=ZINC43675732,-7.65,decoy
decoys_04121_REMARKName=ZINC43516186,-6.84,decoy
decoys_01851_REMARKName=ZINC50586750,-6.3,decoy
decoys_04539_REMARKName=ZINC65739434,-7.68,decoy
decoys_01484_REMARKName=ZINC35745168,-10.11,decoy
decoys_02701_REMARKName=ZINC04951172,-8.99,decoy
decoys_03115_REMARKName=ZINC22537298,-10.82,decoy
decoys_01051_REMARKName=ZINC39467410,-13.3,decoy
decoys_00944_REMARKName=ZINC43465490,-8.19,decoy
decoys_06741_REMARKName=ZINC09669379,-11.39,decoy
decoys_03663_REMARKName=ZINC15668997,-7.76,decoy
decoys_05668_REMARKName=ZINC08952754,-8.12,decoy
decoys_01584_REMARKName=ZINC04213724,-7.95,decoy
decoys_00260_REMARKName=ZINC40684860,-8.04,decoy
decoys_02241_REMARKName=ZINC52627261,-10.91,decoy
actives_00046_REMARKName=CHEMBL262341,-14.86,active
decoys_02295_REMARKName=ZINC59171143,-9.53,decoy
decoys_02870_REMARKName=ZINC20228987,-7.99,decoy
decoys_02711_REMARKName=ZINC36907774,-8.31,decoy
decoys_04750_REMARKName=ZINC16218266,-11.75,decoy
decoys_01613_REMARKName=ZINC59040259,-9.22,decoy
decoys_04377_REMARKName=ZINC08768495,-9.76,decoy
decoys_06664_REMARKName=ZINC39919009,-10.56,decoy
decoys_04978_REMARKName=ZINC61632432,-8.19,decoy
decoys_06026_REMARKName=ZINC35486561,-10.4,decoy
decoys_01184_REMARKName=ZINC40012564,-9.44,decoy
decoys_05590_REMARKName=ZINC45849373,-9.06,decoy
decoys_03714_REMARKName=ZINC10384381,-8.3,decoy
decoys_01806_REMARKName=ZINC01391359,-6.13,decoy
decoys_00924_REMARKName=ZINC43290256,-8.59,decoy
decoys_02339_REMARKName=ZINC52565987,-11.6,decoy
decoys_05347_REMARKName=ZINC38567452,-8.03,decoy
decoys_04378_REMARKName=ZINC01385328,-9.22,decoy
decoys_06874_REMARKName=ZINC21776587,-12.09,decoy
decoys_05577_REMARKName=ZINC39604465,-11.37,decoy
decoys_01044_REMARKName=ZINC38796717,-11.02,decoy
decoys_03973_REMARKName=ZINC63303047,-10.14,decoy
decoys_05539_REMARKName=ZINC03765038,-10.25,decoy
decoys_01838_REMARKName=ZINC39334780,-6.44,decoy
decoys_01845_REMARKName=ZINC45072164,-5.9,decoy
decoys_01374_REMARKName=ZINC34683850,-11.08,decoy
decoys_03474_REMARKName=ZINC65469029,-8.56,decoy
decoys_03269_REMARKName=ZINC40119146,-8.43,decoy
decoys_04686_REMARKName=ZINC41584767,-9.56,decoy
decoys_03096_REMARKName=ZINC02437985,-9.74,decoy
decoys_02255_REMARKName=ZINC05274707,-8.97,decoy
decoys_00942_REMARKName=ZINC39296710,-10.51,decoy
decoys_00287_REMARKName=ZINC04229839,-9.32,decoy
decoys_01651_REMARKName=ZINC15657718,-6.89,decoy
actives_00155_REMARKName=CHEMBL407733,-12.23,active
decoys_04823_REMARKName=ZINC04223000,-8.09,decoy
decoys_00600_REMARKName=ZINC50170594,-9.72,decoy
decoys_05951_REMARKName=ZINC10059673,-9.39,decoy
decoys_06358_REMARKName=ZINC31300538,-9.56,decoy
decoys_05761_REMARKName=ZINC28639542,-10.44,decoy
decoys_06027_REMARKName=ZINC35863200,-11.19,decoy
decoys_06185_REMARKName=ZINC24986272,-8.61,decoy
decoys_04905_REMARKName=ZINC35271791,-6.51,decoy
decoys_02733_REMARKName=ZINC50440482,-8.11,decoy
decoys_00765_REMARKName=ZINC32696839,-10.81,decoy
decoys_02148_REMARKName=ZINC35666533,-7.74,decoy
decoys_06921_REMARKName=ZINC21755424,-12.46,decoy
decoys_04545_REMARKName=ZINC12382290,-9.44,decoy
decoys_02904_REMARKName=ZINC43291175,-8.63,decoy
decoys_03128_REMARKName=ZINC39875337,-9.33,decoy
decoys_02672_REMARKName=ZINC43408351,-8.44,decoy
decoys_03832_REMARKName=ZINC37287372,-8.31,decoy
decoys_00331_REMARKName=ZINC47687130,-11.54,decoy
decoys_03276_REMARKName=ZINC43213214,-9.12,decoy
decoys_03239_REMARKName=ZINC52094531,-8.23,decoy
decoys_01712_REMARKName=ZINC45067046,-7.61,decoy
decoys_06329_REMARKName=ZINC63613514,-9.79,decoy
decoys_02752_REMARKName=ZINC18030435,-8.73,decoy
decoys_00225_REMARKName=ZINC39599499,-10.8,decoy
decoys_00518_REMARKName=ZINC05825390,-7.54,decoy
decoys_04558_REMARKName=ZINC09100848,-10.17,decoy
decoys_06772_REMARKName=ZINC40988424,-10.15,decoy
decoys_02696_REMARKName=ZINC63350104,-8.41,decoy
decoys_05316_REMARKName=ZINC65248339,-8.15,decoy
decoys_00814_REMARKName=ZINC12619816,-10.59,decoy
decoys_04278_REMARKName=ZINC20555680,-8.59,decoy
decoys_02083_REMARKName=ZINC12667440,-11.42,decoy
decoys_04169_REMARKName=ZINC20192799,-10.85,decoy
decoys_00861_REMARKName=ZINC38971822,-10.77,decoy
decoys_06002_REMARKName=ZINC63373566,-10.39,decoy
decoys_01991_REMARKName=ZINC40757768,-8.73,decoy
decoys_01093_REMARKName=ZINC20713357,-11.31,decoy
decoys_03856_REMARKName=ZINC51994720,-8.13,decoy
decoys_02353_REMARKName=ZINC63589171,-11.27,decoy
decoys_00015_REMARKName=ZINC14980846,-10.07,decoy
decoys_05121_REMARKName=ZINC39933279,-8.77,decoy
decoys_02578_REMARKName=ZINC58847038,-11.18,decoy
decoys_06932_REMARKName=ZINC09346234,-8.16,decoy
decoys_01009_REMARKName=ZINC62834568,-6.86,decoy
decoys_05638_REMARKName=ZINC12714920,-9.93,decoy
decoys_03872_REMARKName=ZINC13006214,-10.44,decoy
decoys_03817_REMARKName=ZINC08617606,-7.72,decoy
decoys_04224_REMARKName=ZINC09345086,-7.41,decoy
decoys_00579_REMARKName=ZINC36812045,-9.76,decoy
decoys_01282_REMARKName=ZINC20490492,-11.04,decoy
decoys_02249_REMARKName=ZINC02110215,-12.07,decoy
decoys_05191_REMARKName=ZINC35523524,-9.67,decoy
decoys_06005_REMARKName=ZINC08811235,-11.03,decoy
actives_00035_REMARKName=CHEMBL262341,-13.62,active
decoys_06591_REMARKName=ZINC22746021,-8.96,decoy
decoys_00191_REMARKName=ZINC19324426,-8.46,decoy
decoys_05437_REMARKName=ZINC67373400,-10.74,decoy
decoys_03073_REMARKName=ZINC08591904,-10.88,decoy
decoys_05827_REMARKName=ZINC64055379,-9.69,decoy
decoys_03946_REMARKName=ZINC01933904,-9.19,decoy
decoys_05640_REMARKName=ZINC31168775,-8.66,decoy
decoys_06233_REMARKName=ZINC08627147,-10.42,decoy
actives_00189_REMARKName=CHEMBL259982,-13.5,active
decoys_06640_REMARKName=ZINC19961845,-9.91,decoy
decoys_05803_REMARKName=ZINC35051154,-9.26,decoy
decoys_04125_REMARKName=ZINC50442557,-7.9,decoy
decoys_06730_REMARKName=ZINC63376026,-10.84,decoy
decoys_01087_REMARKName=ZINC09302125,-10.56,decoy
decoys_00041_REMARKName=ZINC38713706,-10.83,decoy
decoys_02623_REMARKName=ZINC38658996,-9.58,decoy
decoys_03017_REMARKName=ZINC39998932,-11.01,decoy
decoys_04170_REMARKName=ZINC35414101,-10.44,decoy
decoys_01915_REMARKName=ZINC07690588,-9.14,decoy
decoys_01512_REMARKName=ZINC63349895,-11.37,decoy
decoys_00199_REMARKName=ZINC43410548,-7.7,decoy
decoys_05259_REMARKName=ZINC63161113,-11.17,decoy
decoys_03941_REMARKName=ZINC25518182,-9.99,decoy
decoys_00500_REMARKName=ZINC13550536,-9.89,decoy
decoys_05627_REMARKName=ZINC20913176,-9.91,decoy
decoys_01758_REMARKName=ZINC11385824,-10.48,decoy
decoys_02703_REMARKName=ZINC01576641,-6.72,decoy
decoys_03337_REMARKName=ZINC41116556,-8.67,decoy
decoys_01250_REMARKName=ZINC08881181,-10.12,decoy
decoys_03377_REMARKName=ZINC35679366,-9.49,decoy
decoys_03066_REMARKName=ZINC35966580,-9.41,decoy
decoys_01370_REMARKName=ZINC03646115,-11.28,decoy
decoys_03297_REMARKName=ZINC65403960,-8.55,decoy
decoys_02090_REMARKName=ZINC31959726,-8.83,decoy
decoys_00061_REMARKName=ZINC63374645,-10.43,decoy
decoys_02537_REMARKName=ZINC09354790,-10.56,decoy
decoys_06167_REMARKName=ZINC03006931,-10.74,decoy
decoys_02909_REMARKName=ZINC49184972,-8.42,decoy
decoys_06837_REMARKName=ZINC39945157,-11.74,decoy
decoys_06221_REMARKName=ZINC64674373,-10.05,decoy
decoys_06493_REMARKName=ZINC15015506,-11.15,decoy
decoys_01226_REMARKName=ZINC54095987,-9.13,decoy
decoys_01382_REMARKName=ZINC36637582,-11.05,decoy
decoys_05484_REMARKName=ZINC64097907,-7.83,decoy
decoys_01717_REMARKName=ZINC46347487,-9.15,decoy
decoys_02724_REMARKName=ZINC41586399,-10.59,decoy
decoys_04142_REMARKName=ZINC13130106,-7.62,decoy
decoys_00085_REMARKName=ZINC47028944,-8.54,decoy
decoys_02055_REMARKName=ZINC15053779,-9.87,decoy
decoys_05017_REMARKName=ZINC41583078,-7.26,decoy
decoys_01798_REMARKName=ZINC39782137,-9.84,decoy
decoys_04721_REMARKName=ZINC05797564,-8.59,decoy
decoys_01451_REMARKName=ZINC40530400,-11.34,decoy
decoys_02364_REMARKName=ZINC02785305,-8.74,decoy
decoys_04787_REMARKName=ZINC12483805,-8.49,decoy
decoys_03834_REMARKName=ZINC37673291,-8.59,decoy
decoys_00024_REMARKName=ZINC34756583,-11.43,decoy
decoys_04139_REMARKName=ZINC61684980,-6.07,decoy
decoys_06526_REMARKName=ZINC14668172,-9.74,decoy
actives_00115_REMARKName=CHEMBL448926,-12.93,active
decoys_00561_REMARKName=ZINC67129363,-7.59,decoy
decoys_02230_REMARKName=ZINC39685039,-11.06,decoy
decoys_02490_REMARKName=ZINC01067280,-7.09,decoy
decoys_02022_REMARKName=ZINC65369924,-8.87,decoy
decoys_01058_REMARKName=ZINC59170418,-11.29,decoy
decoys_00763_REMARKName=ZINC24717567,-9.15,decoy
decoys_00127_REMARKName=ZINC09542575,-11.36,decoy
decoys_01422_REMARKName=ZINC20884201,-10.19,decoy
decoys_06228_REMARKName=ZINC05605041,-8.08,decoy
decoys_06412_REMARKName=ZINC35664409,-8.79,decoy
decoys_02751_REMARKName=ZINC62789169,-8.48,decoy
decoys_00341_REMARKName=ZINC13865733,-9.07,decoy
actives_00136_REMARKName=CHEMBL603197,-10.28,active
decoys_01564_REMARKName=ZINC59446099,-10.55,decoy
decoys_04606_REMARKName=ZINC10059936,-9.81,decoy
decoys_02967_REMARKName=ZINC41585854,-10.02,decoy
actives_00133_REMARKName=CHEMBL258844,-12.38,active
decoys_04472_REMARKName=ZINC39695818,-11.1,decoy
decoys_00414_REMARKName=ZINC23214850,-9.58,decoy
decoys_04821_REMARKName=ZINC38667412,-9.33,decoy
decoys_02887_REMARKName=ZINC40757458,-8.23,decoy
decoys_00748_REMARKName=ZINC01856207,-9.81,decoy
decoys_05473_REMARKName=ZINC19357169,-8.12,decoy
decoys_05994_REMARKName=ZINC01790891,-8.27,decoy
decoys_00797_REMARKName=ZINC09507030,-10.39,decoy
decoys_04398_REMARKName=ZINC39685699,-8.88,decoy
decoys_05062_REMARKName=ZINC25397046,-9.3,decoy
decoys_03318_REMARKName=ZINC33452293,-7.95,decoy
decoys_01650_REMARKName=ZINC13549420,-8.16,decoy
decoys_04363_REMARKName=ZINC63384116,-10.13,decoy
decoys_00418_REMARKName=ZINC31823551,-9.95,decoy
decoys_04527_REMARKName=ZINC59804440,-10.37,decoy
decoys_06502_REMARKName=ZINC63375511,-10.44,decoy
decoys_02568_REMARKName=ZINC40812980,-11.99,decoy
decoys_04131_REMARKName=ZINC52834012,-6.82,decoy
decoys_02047_REMARKName=ZINC39468971,-8.97,decoy
decoys_04203_REMARKName=ZINC64491705,-9.12,decoy
decoys_01035_REMARKName=ZINC20791269,-9.59,decoy
decoys_04532_REMARKName=ZINC63686321,-10.12,decoy
decoys_06423_REMARKName=ZINC03012091,-9.28,decoy
decoys_04764_REMARKName=ZINC67196409,-9.28,decoy
decoys_02175_REMARKName=ZINC52094621,-8.75,decoy
decoys_04188_REMARKName=ZINC13811162,-8.0,decoy
decoys_05722_REMARKName=ZINC01606457,-9.31,decoy
decoys_03869_REMARKName=ZINC06155692,-9.52,decoy
decoys_04263_REMARKName=ZINC05809148,-9.77,decoy
decoys_00542_REMARKName=ZINC45860797,-10.49,decoy
decoys_00382_REMARKName=ZINC58131949,-10.43,decoy
decoys_02480_REMARKName=ZINC34683982,-11.23,decoy
decoys_00779_REMARKName=ZINC37769689,-7.44,decoy
decoys_03008_REMARKName=ZINC35526137,-11.7,decoy
decoys_01503_REMARKName=ZINC05085298,-10.89,decoy
decoys_02676_REMARKName=ZINC44727927,-8.71,decoy
decoys_01995_REMARKName=ZINC43313623,-7.97,decoy
decoys_00489_REMARKName=ZINC44887299,-10.96,decoy
decoys_05646_REMARKName=ZINC09613120,-9.94,decoy
decoys_05330_REMARKName=ZINC05252212,-8.31,decoy
decoys_04974_REMARKName=ZINC57288305,-8.39,decoy
decoys_03126_REMARKName=ZINC38785436,-10.25,decoy
decoys_06286_REMARKName=ZINC09494719,-10.26,decoy
decoys_04426_REMARKName=ZINC63557254,-9.92,decoy
decoys_00711_REMARKName=ZINC39280190,-9.75,decoy
decoys_03201_REMARKName=ZINC39691249,-11.22,decoy
decoys_02096_REMARKName=ZINC40777109,-8.1,decoy
decoys_05982_REMARKName=ZINC39976909,-11.35,decoy
decoys_02566_REMARKName=ZINC39836476,-11.25,decoy
decoys_03408_REMARKName=ZINC62235152,-8.88,decoy
decoys_03515_REMARKName=ZINC49300439,-9.26,decoy
decoys_00608_REMARKName=ZINC56762047,-9.9,decoy
decoys_05435_REMARKName=ZINC66632377,-8.43,decoy
decoys_00507_REMARKName=ZINC06093671,-10.49,decoy
decoys_04208_REMARKName=ZINC09647496,-10.53,decoy
decoys_02405_REMARKName=ZINC63384173,-10.88,decoy
decoys_04682_REMARKName=ZINC04090333,-10.96,decoy
decoys_02968_REMARKName=ZINC19790746,-11.09,decoy
decoys_00116_REMARKName=ZINC65964791,-10.22,decoy
decoys_02769_REMARKName=ZINC37332221,-8.23,decoy
decoys_02505_REMARKName=ZINC54645321,-10.23,decoy
decoys_05919_REMARKName=ZINC57840392,-7.37,decoy
decoys_05513_REMARKName=ZINC13443072,-11.31,decoy
decoys_01720_REMARKName=ZINC46762516,-8.68,decoy
decoys_03457_REMARKName=ZINC03320406,-8.53,decoy
decoys_00247_REMARKName=ZINC44254936,-9.58,decoy
decoys_05394_REMARKName=ZINC46286964,-8.76,decoy
decoys_03763_REMARKName=ZINC12071268,-9.47,decoy
decoys_04538_REMARKName=ZINC39995867,-10.56,decoy
decoys_03724_REMARKName=ZINC39365050,-10.75,decoy
decoys_00147_REMARKName=ZINC34786307,-9.69,decoy
decoys_04471_REMARKName=ZINC39674065,-11.19,decoy
decoys_04655_REMARKName=ZINC04480805,-11.23,decoy
decoys_01674_REMARKName=ZINC28537532,-8.71,decoy
decoys_04948_REMARKName=ZINC35877569,-9.54,decoy
decoys_06159_REMARKName=ZINC50631521,-9.05,decoy
decoys_02057_REMARKName=ZINC49155728,-8.78,decoy
decoys_03829_REMARKName=ZINC37011760,-8.02,decoy
decoys_05354_REMARKName=ZINC39683808,-10.35,decoy
decoys_01473_REMARKName=ZINC15771457,-12.4,decoy
decoys_06373_REMARKName=ZINC39948400,-7.87,decoy
decoys_02465_REMARKName=ZINC63330567,-11.14,decoy
decoys_02200_REMARKName=ZINC12151213,-11.04,decoy
decoys_03132_REMARKName=ZINC40858571,-9.99,decoy
decoys_00393_REMARKName=ZINC63842800,-8.63,decoy
decoys_06720_REMARKName=ZINC35636391,-8.72,decoy
decoys_05386_REMARKName=ZINC20812611,-9.91,decoy
decoys_02115_REMARKName=ZINC45069052,-7.04,decoy
decoys_06444_REMARKName=ZINC63375251,-10.95,decoy
decoys_05445_REMARKName=ZINC05937745,-9.1,decoy
decoys_04020_REMARKName=ZINC58116185,-7.88,decoy
decoys_04518_REMARKName=ZINC44681431,-8.91,decoy
decoys_00459_REMARKName=ZINC01631387,-10.84,decoy
decoys_01330_REMARKName=ZINC35486677,-11.92,decoy
decoys_02232_REMARKName=ZINC39687255,-11.02,decoy
decoys_06426_REMARKName=ZINC38850175,-8.93,decoy
decoys_02993_REMARKName=ZINC02735278,-12.04,decoy
decoys_04356_REMARKName=ZINC39695708,-10.49,decoy
decoys_01478_REMARKName=ZINC08858837,-12.12,decoy
decoys_01172_REMARKName=ZINC20611747,-11.47,decoy
decoys_05022_REMARKName=ZINC47550205,-8.82,decoy
decoys_00892_REMARKName=ZINC63431697,-11.15,decoy
decoys_06470_REMARKName=ZINC35091966,-10.0,decoy
decoys_01932_REMARKName=ZINC38635550,-8.21,decoy
decoys_05843_REMARKName=ZINC09642373,-9.29,decoy
decoys_01041_REMARKName=ZINC38547455,-10.43,decoy
decoys_03781_REMARKName=ZINC06089402,-9.92,decoy
decoys_03740_REMARKName=ZINC44136120,-7.24,decoy
decoys_02695_REMARKName=ZINC63213681,-8.78,decoy
decoys_02032_REMARKName=ZINC05530982,-8.09,decoy
decoys_05361_REMARKName=ZINC44714276,-9.83,decoy
decoys_02559_REMARKName=ZINC30873241,-10.9,decoy
decoys_03628_REMARKName=ZINC60369221,-8.16,decoy
decoys_00672_REMARKName=ZINC63170984,-7.72,decoy
decoys_06873_REMARKName=ZINC21596135,-10.31,decoy
decoys_01294_REMARKName=ZINC01317832,-12.62,decoy
decoys_00633_REMARKName=ZINC42399444,-8.39,decoy
decoys_05630_REMARKName=ZINC27103614,-9.51,decoy
decoys_01642_REMARKName=ZINC08720990,-7.66,decoy
decoys_06627_REMARKName=ZINC08635522,-10.55,decoy
decoys_05120_REMARKName=ZINC26363232,-9.11,decoy
decoys_04724_REMARKName=ZINC03376315,-9.78,decoy
decoys_01510_REMARKName=ZINC39979478,-9.99,decoy
decoys_05315_REMARKName=ZINC64636170,-9.68,decoy
decoys_06067_REMARKName=ZINC36637304,-10.09,decoy
decoys_03458_REMARKName=ZINC12158955,-12.24,decoy
decoys_04411_REMARKName=ZINC40154187,-9.56,decoy
decoys_01489_REMARKName=ZINC36346654,-9.36,decoy
decoys_03076_REMARKName=ZINC39988230,-11.62,decoy
decoys_03079_REMARKName=ZINC36704441,-11.29,decoy
decoys_03288_REMARKName=ZINC52094461,-7.9,decoy
decoys_06902_REMARKName=ZINC06077608,-10.96,decoy
decoys_00232_REMARKName=ZINC05270770,-10.95,decoy
decoys_02023_REMARKName=ZINC67101128,-9.34,decoy
decoys_00233_REMARKName=ZINC04305908,-8.75,decoy
decoys_00648_REMARKName=ZINC45069299,-8.1,decoy
decoys_06038_REMARKName=ZINC39367626,-11.77,decoy
decoys_02291_REMARKName=ZINC09237727,-11.62,decoy
decoys_00610_REMARKName=ZINC58228211,-9.65,decoy
decoys_05873_REMARKName=ZINC13303572,-9.59,decoy
decoys_05788_REMARKName=ZINC20807608,-11.11,decoy
actives_00117_REMARKName=CHEMBL523586,-8.98,active
decoys_01403_REMARKName=ZINC01421912,-11.38,decoy
decoys_00899_REMARKName=ZINC63808543,-10.57,decoy
decoys_02166_REMARKName=ZINC44362099,-7.9,decoy
decoys_01335_REMARKName=ZINC43126546,-6.56,decoy
